Date,Open,High,Low,Close,Volume,Adj Close,mom_6m,mom_12m
2012-10-29,9.487143,12.135714,9.364286,10.985714,199628800,10.985714,0.6272735417127768,0.7393912072263895
2012-11-05,10.652857000000001,11.475714,10.642857000000001,11.128571,155873200,11.128571,0.7682110879614221,0.7331053875991668
2012-11-12,11.285714,11.871429,11.048571,11.557143,121976400,11.557143,0.8884331416201044,0.8324365240041559
2012-11-19,11.715714,12.08,11.45,11.85,57894200,11.85,0.8991986979153861,1.0895708962849606
2012-11-26,11.8,11.938571000000001,11.332857,11.672857,69963600,11.672857,1.0991995283926133,1.158655924554408
2012-12-03,11.692857,12.825714,10.642857000000001,12.282857,263197200,12.282857,1.1093704274263134,1.0988855497634022
2012-12-10,12.285714,13.527142999999999,12.057143,13.328570999999998,141852900,13.328570999999998,1.2851469812666243,1.1586937559231716
2012-12-17,13.281429000000001,13.971429,13.015714,13.048571,126725900,13.048571,1.2637111451270446,1.142247316589367
2012-12-24,13.08,13.271429000000001,12.648571,12.761429,48381200,12.761429,1.2419821036740715,1.1792466794463343
2012-12-31,12.768571000000001,13.988570999999999,12.715714,13.711429,83183800,13.711429,1.267020238629142,0.9964074630693954
2013-01-07,13.77,14.56,13.507143,14.47,146457500,14.47,1.3622426428811272,0.988556894629716
2013-01-14,14.427143,14.928571,13.678571,14.167143,120776600,14.167143,1.1153986902492663,0.9112130780782237
2013-01-21,14.235714000000002,24.668571,13.798570999999999,24.222857,407259300,24.222857,1.0521791451353575,0.7216253410044524
2013-01-28,24.644285,25.321428,22.375713,23.542856,302668800,23.542856,1.173062902886217,0.7591553085839743
2013-02-04,23.254285999999997,26.982857,23.254285999999997,25.852857999999998,253960700,25.852857999999998,1.7191106562939964,0.8173161871528618
2013-02-11,25.568571,27.142857,24.971429999999998,27.072857,163285500,27.072857,1.8395473362060846,0.8138695300932814
2013-02-18,27.285713,28.231428,25.49,25.694285999999998,145000100,25.694285999999998,2.830717729233468,1.518402438723171
2013-02-25,25.855715,27.447144,25.064285,27.052856,164418800,27.052856,2.5875334111544803,1.4317983144390545
2013-03-04,26.954287,27.154284999999998,25.165714,26.385714,149795100,26.385714,2.865263056282264,1.6582974821657397
2013-03-11,26.285713,27.884287,25.572857,26.407142999999998,145184200,26.407142999999998,3.1733084899718884,1.7234448793584558
2013-03-18,25.911428,26.771428999999998,25.607143,25.9,82072200,25.9,3.1743733926885667,1.4964639420983612
2013-03-25,26.061428,28.151428000000003,25.681429,27.040001,121905700,27.040001,3.1290482898877614,1.646122977687752
2013-04-01,27.278570000000002,27.357143,23.218571,23.522858,197558900,23.522858,3.1960545954996475,1.6714932089960195
2013-04-08,23.690001000000002,25.377144,22.714287,24.742857,166354300,24.742857,3.395481219094889,1.7745032079515983
2013-04-15,25.08,26.049999,23.114286,23.338572,147070700,23.338572,2.723858390070106,1.7086042994633377
2013-04-22,23.674286,32.042858,23.674286,30.792856,297693900,30.792856,2.9423288612241922,2.260329655621329
2013-04-29,30.944285999999998,31.392857,30.027143,30.492857,97978300,30.492857,2.534010612136024,2.2512990090386915
2013-05-06,29.947144,31.392857,29.145714,31.098571999999997,121387000,31.098571999999997,2.4892211312393115,2.238304400033853
2013-05-13,31.024286,35.549999,31.02,34.142857,164117100,34.142857,2.124447441468074,2.3351916257566008
2013-05-20,34.062859,34.521427,31.65,32.677143,76032600,32.677143,2.7670089897436068,3.0696379456443164
2013-05-27,33.107143,33.708572,29.987143,32.32143,123131400,32.32143,2.638442476657077,3.3907863841214785
2013-06-03,32.435715,32.57143,30.571428000000004,31.459999,118742400,31.459999,2.6243520675105483,3.3164229564502823
2013-06-10,31.861428999999998,31.904284999999998,29.392857,30.57,78141700,30.57,2.92497860635147,3.6327710827180524
2013-06-17,32.220001,33.697144,30.6,30.985714,120195600,30.985714,2.6603861788833005,3.3707631312143906
2013-06-24,30.428571999999996,31.297144,29.651428000000003,30.155714,95557000,30.155714,2.4249733898705275,3.303402159533633
2013-07-01,30.517143,32.495712,30.285713,32.157143,60830700,32.157143,2.410991900952219,2.689217208523694
2013-07-08,32.425713,36.775715000000005,32.215714,36.751431,137762100,36.751431,2.395499751634398,2.5204948808466416
2013-07-15,37.057144,38.615715,36.018570000000004,37.797142,112087500,37.797142,2.2598457097360165,2.650941168337895
2013-07-22,38.121429,38.392857,34.272858,35.187141,195013700,35.187141,2.084016171389081,3.582654408123984
2013-07-29,35.151428,35.810001,34.544284999999995,35.168571,65245600,35.168571,2.2698396564501397,4.175477493637788
2013-08-05,34.844288,36.799999,34.482857,36.107143,86827300,36.107143,1.5172211519062344,4.294824813869003
2013-08-12,35.897144,37.684284000000005,35.774284,36.981429999999996,95128600,36.981429999999996,1.6054612065757867,4.154184512327234
2013-08-19,36.857143,39.77,36.82143,39.765713,99143100,39.765713,1.3610542014349052,3.8997783209691925
2013-08-26,39.444286,41.46143,39.148571000000004,40.558571,107720900,40.558571,1.2990343427736497,4.122236708688675
2013-09-02,41.061428,42.704285,40.650002,41.648571000000004,76442100,41.648571000000004,1.4052596363253684,4.46081879937046
2013-09-09,41.82143,44.882858,41.468571000000004,43.664288,117440400,43.664288,1.3670065001639753,4.277429351603541
2013-09-16,44.285713,45.127144,42.528572,44.832855,94236800,44.832855,1.5070925501580135,4.816750070775802
2013-09-23,45.77,45.77,42.78857,44.628571,86209900,44.628571,1.5358939435439876,5.215099039825195
2013-09-30,43.959998999999996,47.785713,43.599998,46.751431,114233000,46.751431,1.6080529343629346,4.3801084769413325
2013-10-07,46.291428,46.709998999999996,40.400002,42.978573,135157400,42.978573,1.6148034905767938,4.751282915529669
2013-10-14,44.372856,48.068569000000004,43.714287,47.642857,136078600,47.642857,1.9059272049340263,4.829639763261573
2013-10-21,48.988571,55.594288,45.285713,46.861427,362188400,46.861427,1.8036951432084014,4.489796064788069
2013-10-28,46.43,47.642857,44.171428999999996,47.03857,127348200,47.03857,2.0031830139393274,4.255657028755709
2013-11-04,47.278572,49.195713,46.450001,47.842857,99397900,47.842857,1.3957319515929278,3.86200285733002
2013-11-11,47.535713,49.984287,46.945713,49.965714,81272100,49.965714,1.5624268004798632,4.122373237053483
2013-11-18,50.0,50.085712,47.748569,49.692856,86978500,49.692856,1.5068674857482203,3.954550801687764
2013-11-25,49.557144,52.542857999999995,49.287144,52.257141,53888800,52.257141,1.3776987086933001,4.0297392489259485
2013-12-02,52.125713,52.664288,50.285713,50.634285,70340900,50.634285,1.4641077097835635,3.8950919155046746
2013-12-09,50.738571,53.85714300000001,50.474284999999995,52.709998999999996,85048600,52.709998999999996,1.545900475319316,3.748767516037541
2013-12-16,52.854286,54.265713,52.035713,53.667145,84907900,53.667145,1.5795568207106427,3.808298701827196
2013-12-23,54.098572,54.851429,52.258571999999994,52.5,47419400,52.5,1.7094256133464178,4.0949286322088225
2013-12-30,52.517143000000004,52.791428,51.291428,51.871429,48734700,51.871429,1.6341170966723566,3.6928525101213006
2014-01-06,51.889998999999996,52.044284999999995,47.218571000000004,47.448570000000004,104915300,47.448570000000004,1.7479274077211369,3.6427089841050444
2014-01-13,47.304287,49.810001,45.581429,47.148571000000004,124961900,47.148571000000004,1.6689027691297078,3.7881416881300627
2014-01-20,47.46143,56.51857,45.75,55.154284999999994,200309200,55.154284999999994,1.4285158039152273,2.167374393532522
2014-01-27,55.34143100000001,58.914288,52.937141000000004,58.475716000000006,147089600,58.475716000000006,1.3723637887753524,2.2032768241881953
2014-02-03,58.842856999999995,61.5,56.715714,61.425713,100747500,61.425713,1.3484633491536016,1.835331706846493
2014-02-10,61.347141,62.784286,60.611427,62.215714,73838800,62.215714,1.3406450606139215,1.7415439752073454
2014-02-17,62.422855000000006,63.034286,61.138573,61.74714300000001,56987700,61.74714300000001,1.5275172837684774,2.146558382669205
2014-02-24,62.209998999999996,65.398567,61.214287,63.66143,85810200,63.66143,1.5812183574296617,2.1615357727849513
2014-03-03,63.027142000000005,65.428574,62.585712,64.052856,60167800,64.052856,1.5446903466813233,2.3279913137844215
2014-03-10,64.067146,64.111427,60.42856999999999,60.64143000000001,64401400,60.64143000000001,1.533972042555444,2.3560183697267063
2014-03-17,61.169998,61.742858999999996,57.962856,57.998568999999996,77180600,57.998568999999996,1.4825753085261917,2.3840595752895757
2014-03-24,57.92714300000001,58.064285,50.82143,51.267143,153364400,51.267143,1.4579747641825742,2.354342738374899
2014-03-31,51.644287,53.007141000000004,47.982857,48.187141,124600000,48.187141,1.4287034809627894,2.7230048321509233
2014-04-07,48.644287,51.068569000000004,46.23,46.672855,138641300,46.672855,1.358802861960335,2.450866122695532
2014-04-14,47.555714,49.96143,44.585712,49.39143,97024200,49.39143,1.240573128125212,2.4850950178100013
2014-04-21,49.900002,54.41143,46.0,46.011429,216590500,46.011429,1.192853541228556,1.6649038010634674
2014-04-28,45.435715,49.384285,42.785713,48.664288,157070900,48.664288,1.0114242519083185,1.5802763578368533
2014-05-05,48.295715,49.674285999999995,44.908569,46.935715,107871400,46.935715,0.9959759654779612,1.5008037989654317
2014-05-12,47.265713,50.628571,47.217144,49.982857,104561800,49.982857,1.0500198028979197,1.4466109265548575
2014-05-19,49.57143,57.495712,49.507141,57.478573,149506000,57.478573,0.961719928222514,1.4080615615630778
2014-05-26,57.42856999999999,60.248568999999996,56.164288,59.689999,98702100,59.689999,0.973953619475947,1.5056353632868347
2014-06-02,59.925713,62.127143999999994,58.92856999999999,61.447143999999994,89707800,61.447143999999994,0.9445163505997723,1.4919172438625952
2014-06-09,61.35714300000001,62.291428,59.601429,61.101429,84926800,61.101429,0.9564789815041739,1.6350296696107296
2014-06-16,60.932857999999996,64.402855,60.48857099999999,62.882858,90819400,62.882858,1.1351710209791646,1.8550023730290675
2014-06-23,62.765713,64.27714499999999,61.904284999999994,63.154284999999994,76617100,63.154284999999994,1.1324226927039025,1.9793926617025217
2014-06-30,63.265713,67.98143,62.812858999999996,67.478569,77253400,67.478569,1.1449676333630194,1.9108396538834311
2014-07-07,67.442856,67.461426,61.171429,62.851429,104098400,62.851429,1.163836742857143,1.6625591803486512
2014-07-14,63.328571,65.099998,62.25,63.452858,69405000,63.452858,1.2122831241067216,1.6636934612675212
2014-07-21,64.52714499999999,65.35714,59.860001000000004,60.265713,139344800,60.265713,1.3310050229121762,1.794811490936419
2014-07-28,60.315716,62.184284,58.93,60.771427,69274100,60.771427,1.4311901202689683,1.9187179655380366
2014-08-04,61.028572,64.424286,60.044284999999995,63.692856000000006,79984100,63.692856000000006,1.139556591115269,1.740692388760861
2014-08-11,64.174286,66.0,63.344288,65.58429,61863200,65.58429,1.0851146824777655,1.7158032558503011
2014-08-18,66.00856800000001,68.507141,65.89286,68.455711,62039600,68.455711,0.9811154003210348,1.5155194878562848
2014-08-25,68.792854,69.328568,67.25856800000001,68.23428299999999,51439500,68.23428299999999,0.9767858165221732,1.4983621341097053
2014-09-01,68.35714,69.657143,67.152855,67.954285,48937700,67.954285,1.0315109801922333,1.5292927097066547
2014-09-08,67.771431,69.898567,67.742859,68.078568,57801800,68.078568,1.0302044738863074,1.5020121248742222
2014-09-15,68.220001,68.220001,63.657143000000005,65.360001,82180000,65.360001,1.0687378405109678,1.5269094729746744
2014-09-22,65.181427,65.278572,62.697143999999994,64.10714,57437100,64.10714,1.1252090031518054,1.5289372137862085
2014-09-29,63.438572,65.800003,62.470001,65.648567,71145900,65.648567,1.1716545109931937,1.4535231017848418
2014-10-06,66.0,66.855713,64.482857,64.58285500000001,75840100,64.58285500000001,1.3279181170676901,1.5840118284057503
2014-10-13,64.464287,64.638573,47.285713,51.012856,268357600,51.012856,1.3563784786484843,1.3718740880715865
2014-10-20,50.857143,55.285713,50.777142,55.00285699999999,119618800,55.00285699999999,1.373542287053149,1.368015105472567
2014-10-27,54.842856999999995,56.25285699999999,53.514286,56.110001000000004,70252700,56.110001000000004,1.3291489434503112,1.395632711623674
2014-11-03,56.175713,56.50285699999999,53.77,54.880001,61912200,54.880001,1.403626368570296,1.349895450432653
2014-11-10,54.714287,56.299999,53.862857999999996,55.148571,56987000,55.148571,1.0482606053950692,1.0209572107785752
2014-11-17,55.054287,55.64285699999999,51.357143,51.468571000000004,74965100,51.468571000000004,1.17187640584574,1.1068564262033962
2014-11-24,51.508571999999994,51.922855,49.142857,49.512856,62730500,49.512856,1.1225849094620581,1.0737288708542245
2014-12-01,49.285713,51.135715000000005,48.234287,50.131428,61839400,50.131428,0.9547905964888864,1.0838506162375947
2014-12-08,49.881428,49.982857,46.98,47.782856,69533100,47.782856,0.9239164336390757,1.0462639356149486
2014-12-15,48.055714,48.92857,45.077145,48.588570000000004,79846900,48.588570000000004,0.8376072124686545,0.9590331477480311
2014-12-22,48.542858,49.484287,47.472858,48.578571000000004,30543800,48.578571000000004,0.8103387565616509,0.943102019047619
2014-12-29,47.970001,50.331429,47.652859,49.848572,37702000,49.848572,0.7972192994154306,0.96645550289351
2015-01-05,49.258571999999994,49.258571999999994,45.661429999999996,47.041428,63232400,47.041428,0.7566051298023564,1.0070452281280553
2015-01-12,47.09,48.25,45.264286,48.191429,82916400,48.191429,0.7200592828220765,1.0305417315829148
2015-01-19,48.57143,62.742858999999996,47.714287,62.494285999999995,167556900,62.494285999999995,0.7729111616539379,0.880776008609304
2015-01-26,62.57143000000001,65.339996,61.957142000000005,63.114284999999995,98757400,63.114284999999995,0.7856001064601377,0.8524662100759911
2015-02-02,62.842856999999995,65.46714,61.955715000000005,63.48,65028600,63.48,0.780567019923916,0.76582632423005
2015-02-09,63.19857,66.629997,62.637142000000004,66.585716,58978500,66.585716,0.7929948559542628,0.7745861278711678
2015-02-16,66.51571700000001,68.714287,65.944283,68.314285,41341300,68.314285,0.9811820339788184,1.0121000416165002
2015-02-23,68.300003,69.5,67.14286,67.844284,44330300,67.844284,0.9623384655075171,0.9914053925587282
2015-03-02,67.714287,68.60714,64.844284,64.87428299999999,59200400,64.87428299999999,0.9273148883078579,0.9910565112038094
2015-03-09,64.989998,65.092857,61.982856999999996,62.628570999999994,78096900,62.628570999999994,0.975839608368128,1.0980235129679494
2015-03-16,61.547142,61.785713,59.299999,61.185715,84950600,61.185715,1.0052976791676933,1.1778615606878162
2015-03-23,60.889998999999996,63.098572,58.57285699999999,59.25285699999999,78096900,59.25285699999999,0.9965586232659888,1.3233482505549412
2015-03-30,59.715714,60.564285,58.702858,59.154284999999994,52025400,59.154284999999994,0.9925685741651074,1.3462986525803635
2015-04-06,58.76857,64.995712,58.464287,64.938568,78857800,64.938568,0.9769359700027173,1.341862866542019
2015-04-13,67.239998,82.14286,67.057144,81.650002,278414500,81.650002,0.9320190492505344,1.238792134586911
2015-04-20,81.785713,82.304283,78.955711,79.771431,82514600,79.771431,0.9174703874580953,1.2877856282185887
2015-04-27,80.292854,81.785713,78.894287,79.575714,53078900,79.575714,1.159595632128497,1.2155584193484963
2015-05-04,79.571426,82.442856,78.900002,82.085716,70637700,82.085716,1.1806399074869878,1.3835640513838983
2015-05-11,82.324287,88.34857199999999,82.185715,87.60714,92897000,87.60714,1.4551773399540662,1.633560122423574
2015-05-18,87.544289,89.785713,87.024284,88.83856999999999,66903900,88.83856999999999,1.4535610340094565,1.3878464066948915
2015-05-25,88.87428299999999,90.205711,87.785713,89.15142800000001,40686100,89.15142800000001,1.4429333808123517,1.3331498631789223
2015-06-01,88.83714300000001,90.540001,87.944283,90.459999,45391500,90.459999,1.5948707027440105,1.3358752035733348
2015-06-08,90.714287,98.970001,88.995712,94.418571,127197000,94.418571,1.76938167331733,1.4337985450389383
2015-06-15,92.85714,96.418571,91.658569,93.871429,73780000,93.871429,1.772113293880238,1.4127629186319743
2015-06-22,95.042854,100.891426,93.08856999999999,93.08856999999999,181435800,93.08856999999999,1.8657618121445065,1.411644958057874
2015-06-29,91.505714,95.238571,91.117142,94.044289,67208400,94.044289,1.861754708977852,1.3405737605372159
2015-07-06,93.47285500000001,98.502853,92.284286,97.228569,84739900,97.228569,1.9436259456870395,1.5022501875017034
2015-07-13,98.09857199999999,117.879997,97.050003,114.769997,172438200,114.769997,1.8831317575155415,1.4793885091826755
2015-07-20,114.699997,114.699997,108.900002,109.339996,63694700,109.339996,1.9788636093275056,1.5446356703686555
2015-07-27,107.790001,115.0,103.879997,114.309998,59732400,114.309998,1.9514733418674928,1.5475083216327963
2015-08-03,114.599998,129.28999299999998,111.779999,123.519997,108822000,123.519997,1.5557993413989881,1.5265223622567652
2015-08-10,126.089996,126.5,118.660004,123.389999,62796000,123.389999,1.818447234251327,1.7499617210158105
2015-08-17,123.139999,126.75,102.75,103.959999,90004700,103.959999,1.7224321991178324,1.597237022342811
2015-08-24,88.75,119.349998,85.5,117.629997,191033500,117.629997,1.7167345320729146,1.6752575534500744
2015-08-31,115.239998,117.0,97.339996,98.790001,146584700,98.790001,1.8081137349238159,1.817692541390142
2015-09-07,102.08000200000001,102.790001,93.550003,97.510002,117409900,97.510002,1.8187235788353224,1.8124646658255208
2015-09-14,96.839996,107.5,93.610001,102.620003,113728000,102.620003,1.602483976585915,1.5905752357623129
2015-09-21,103.300003,105.449997,96.779999,102.239998,85224100,102.239998,1.8782162058272096,1.8348969709146283
2015-09-28,101.57,106.870003,96.849998,106.110001,90413700,106.110001,1.6145925727925219,1.5048310346210605
2015-10-05,107.480003,115.83000200000001,102.599998,113.33000200000001,119404300,113.33000200000001,1.645659077671141,1.5098434716148734
2015-10-12,114.449997,115.41999799999999,98.410004,98.989998,133192900,98.989998,1.7347856203485514,2.0116498280355053
2015-10-19,98.07,103.620003,96.260002,100.040001,91845500,100.040001,1.5744110341330593,1.8588124976853477
2015-10-26,100.050003,110.099998,99.379997,108.379997,62808100,108.379997,1.299571321504683,1.891106738707775
2015-11-02,109.199997,115.68,106.300003,114.059998,66525200,114.059998,1.4206840792413513,2.0650510192228313
2015-11-09,113.360001,115.25,103.269997,103.650002,74747800,103.650002,1.2439724763261313,1.7949694109027776
2015-11-16,102.970001,124.07,101.860001,123.839996,113466300,123.839996,1.2187260570401797,1.9437104830441085
2015-11-23,124.300003,126.389999,120.029999,125.440002,51688500,125.440002,1.237113744382022,2.1889263871185296
2015-11-30,126.029999,132.199997,122.41999799999999,130.929993,97448200,130.929993,1.2839017782478939,2.27521940926957
2015-12-07,131.190002,133.270004,118.599998,118.910004,89310900,118.910004,1.1626286232902516,2.1691880870410927
2015-12-14,119.769997,126.349998,114.660004,118.019997,78853300,118.019997,1.369002845113894,2.548747493494869
2015-12-21,119.510002,119.589996,114.860001,117.33000200000001,34214600,117.33000200000001,1.3285522188214436,2.582208562701443
2015-12-28,117.260002,119.599998,113.849998,114.379997,34006200,114.379997,1.3947800134160095,2.6265545380116406
2016-01-04,109.0,122.18,104.959999,111.389999,123208900,111.389999,1.277385655403236,2.527771988554429
2016-01-11,112.129997,117.779999,101.209999,104.040001,105415400,104.040001,1.2549406056969605,2.448983137644663
2016-01-18,106.57,110.139999,97.050003,100.720001,146581500,100.720001,1.2067441000802965,1.87745167614204
2016-01-25,99.779999,102.68,90.110001,91.839996,112987400,91.839996,0.9966018993622523,1.812267967544907
2016-02-01,91.790001,97.18,81.860001,82.790001,114094900,82.790001,1.0187488849002702,1.754725882167612
2016-02-08,80.57,92.209999,79.949997,87.400002,114963000,87.400002,0.9101566163967566,1.562497292962953
2016-02-15,89.0,94.900002,87.540001,89.230003,66634900,89.230003,0.8154145356723089,1.4743622216056276
2016-02-22,90.75,97.480003,86.699997,94.790001,79913000,94.790001,0.7443066435230298,1.3536880424591111
2016-02-29,94.809998,102.220001,93.339996,101.58000200000001,88550200,101.58000200000001,0.7963640034278955,1.276160555023013
2016-03-07,101.0,101.790001,94.5,97.660004,83067300,97.660004,0.7430077720736489,1.395529238564297
