Date,Adj_Close_12w
2012-10-29,24.222857
2012-11-05,23.542856
2012-11-12,25.852857999999998
2012-11-19,27.072857
2012-11-26,25.694285999999998
2012-12-03,27.052856
2012-12-10,26.385714
2012-12-17,26.407142999999998
2012-12-24,25.9
2012-12-31,27.040001
2013-01-07,23.522858
2013-01-14,24.742857
2013-01-21,23.338572
2013-01-28,30.792856
2013-02-04,30.492857
2013-02-11,31.098571999999997
2013-02-18,34.142857
2013-02-25,32.677143
2013-03-04,32.32143
2013-03-11,31.459999
2013-03-18,30.57
2013-03-25,30.985714
2013-04-01,30.155714
2013-04-08,32.157143
2013-04-15,36.751431
2013-04-22,37.797142
2013-04-29,35.187141
2013-05-06,35.168571
2013-05-13,36.107143
2013-05-20,36.981429999999996
2013-05-27,39.765713
2013-06-03,40.558571
2013-06-10,41.648571000000004
2013-06-17,43.664288
2013-06-24,44.832855
2013-07-01,44.628571
2013-07-08,46.751431
2013-07-15,42.978573
2013-07-22,47.642857
2013-07-29,46.861427
2013-08-05,47.03857
2013-08-12,47.842857
2013-08-19,49.965714
2013-08-26,49.692856
2013-09-02,52.257141
2013-09-09,50.634285
2013-09-16,52.709998999999996
2013-09-23,53.667145
2013-09-30,52.5
2013-10-07,51.871429
2013-10-14,47.448570000000004
2013-10-21,47.148571000000004
2013-10-28,55.154284999999994
2013-11-04,58.475716000000006
2013-11-11,61.425713
2013-11-18,62.215714
2013-11-25,61.74714300000001
2013-12-02,63.66143
2013-12-09,64.052856
2013-12-16,60.64143000000001
2013-12-23,57.998568999999996
2013-12-30,51.267143
2014-01-06,48.187141
2014-01-13,46.672855
2014-01-20,49.39143
2014-01-27,46.011429
2014-02-03,48.664288
2014-02-10,46.935715
2014-02-17,49.982857
2014-02-24,57.478573
2014-03-03,59.689999
2014-03-10,61.447143999999994
2014-03-17,61.101429
2014-03-24,62.882858
2014-03-31,63.154284999999994
2014-04-07,67.478569
2014-04-14,62.851429
2014-04-21,63.452858
2014-04-28,60.265713
2014-05-05,60.771427
2014-05-12,63.692856000000006
2014-05-19,65.58429
2014-05-26,68.455711
2014-06-02,68.23428299999999
2014-06-09,67.954285
2014-06-16,68.078568
2014-06-23,65.360001
2014-06-30,64.10714
2014-07-07,65.648567
2014-07-14,64.58285500000001
2014-07-21,51.012856
2014-07-28,55.00285699999999
2014-08-04,56.110001000000004
2014-08-11,54.880001
2014-08-18,55.148571
2014-08-25,51.468571000000004
2014-09-01,49.512856
2014-09-08,50.131428
2014-09-15,47.782856
2014-09-22,48.588570000000004
2014-09-29,48.578571000000004
2014-10-06,49.848572
2014-10-13,47.041428
2014-10-20,48.191429
2014-10-27,62.494285999999995
2014-11-03,63.114284999999995
2014-11-10,63.48
2014-11-17,66.585716
2014-11-24,68.314285
2014-12-01,67.844284
2014-12-08,64.87428299999999
2014-12-15,62.628570999999994
2014-12-22,61.185715
2014-12-29,59.25285699999999
2015-01-05,59.154284999999994
2015-01-12,64.938568
2015-01-19,81.650002
2015-01-26,79.771431
2015-02-02,79.575714
2015-02-09,82.085716
2015-02-16,87.60714
2015-02-23,88.83856999999999
2015-03-02,89.15142800000001
2015-03-09,90.459999
2015-03-16,94.418571
2015-03-23,93.871429
2015-03-30,93.08856999999999
2015-04-06,94.044289
2015-04-13,97.228569
2015-04-20,114.769997
2015-04-27,109.339996
2015-05-04,114.309998
2015-05-11,123.519997
2015-05-18,123.389999
2015-05-25,103.959999
2015-06-01,117.629997
2015-06-08,98.790001
2015-06-15,97.510002
2015-06-22,102.620003
2015-06-29,102.239998
2015-07-06,106.110001
2015-07-13,113.33000200000001
2015-07-20,98.989998
2015-07-27,100.040001
2015-08-03,108.379997
2015-08-10,114.059998
2015-08-17,103.650002
2015-08-24,123.839996
2015-08-31,125.440002
2015-09-07,130.929993
2015-09-14,118.910004
2015-09-21,118.019997
2015-09-28,117.33000200000001
2015-10-05,114.379997
2015-10-12,111.389999
2015-10-19,104.040001
2015-10-26,100.720001
2015-11-02,91.839996
2015-11-09,82.790001
2015-11-16,87.400002
2015-11-23,89.230003
2015-11-30,94.790001
2015-12-07,101.58000200000001
2015-12-14,97.660004
2015-12-21,101.120003
2015-12-28,98.360001
2016-01-04,105.699997
2016-01-11,103.809998
2016-01-18,111.510002
2016-01-25,95.900002
2016-02-01,90.029999
2016-02-08,90.839996
2016-02-15,87.879997
2016-02-22,92.489998
2016-02-29,103.300003
2016-03-07,99.589996
2016-03-14,93.75
2016-03-21,94.449997
2016-03-28,88.440002
2016-04-04,96.66999799999999
2016-04-11,97.059998
2016-04-18,98.389999
2016-04-25,85.889999
2016-05-02,91.25
2016-05-09,97.029999
2016-05-16,96.589996
2016-05-23,95.870003
2016-05-30,97.58000200000001
2016-06-06,97.379997
2016-06-13,96.5
2016-06-20,99.480003
2016-06-27,95.940002
2016-07-04,98.550003
2016-07-11,104.82
2016-07-18,101.470001
2016-07-25,127.5
2016-08-01,126.57
2016-08-08,122.029999
2016-08-15,114.779999
2016-08-22,115.209999
2016-08-29,117.410004
2016-09-05,120.809998
2016-09-12,122.879997
2016-09-19,124.220001
2016-09-26,125.589996
2016-10-03,123.800003
2016-10-10,131.070007
2016-10-17,133.699997
2016-10-24,138.600006
2016-10-31,142.449997
2016-11-07,140.25
2016-11-14,144.820007
2016-11-21,142.220001
2016-11-28,143.25
2016-12-05,139.139999
2016-12-12,140.889999
2016-12-19,145.110001
2016-12-26,142.020004
2017-01-02,147.809998
2017-01-09,143.110001
2017-01-16,142.919998
2017-01-23,142.869995
2017-01-30,152.199997
2017-02-06,156.600006
2017-02-13,160.809998
2017-02-20,157.020004
2017-02-27,162.429993
2017-03-06,165.179993
2017-03-13,158.029999
2017-03-20,152.380005
2017-03-27,158.020004
2017-04-03,149.41000400000001
2017-04-10,150.179993
2017-04-17,161.119995
2017-04-24,188.53999299999998
2017-05-01,184.03999299999998
2017-05-08,180.270004
2017-05-15,171.399994
2017-05-22,166.53999299999998
2017-05-29,165.949997
2017-06-05,174.740005
2017-06-12,176.419998
2017-06-19,182.350006
2017-06-26,187.350006
2017-07-03,181.350006
2017-07-10,198.020004
2017-07-17,199.490005
2017-07-24,194.16000400000001
2017-07-31,199.53999299999998
2017-08-07,200.009995
2017-08-14,192.020004
2017-08-21,193.199997
2017-08-28,195.75
2017-09-04,186.820007
2017-09-11,188.53999299999998
2017-09-18,190.119995
2017-09-25,189.940002
2017-10-02,191.96000700000002
2017-10-09,209.99000499999997
2017-10-16,221.229996
2017-10-23,220.460007
2017-10-30,274.600006
2017-11-06,267.429993
2017-11-13,249.47000099999997
2017-11-20,278.519989
2017-11-27,285.929993
2017-12-04,301.049988
2017-12-11,331.440002
2017-12-18,318.450012
2017-12-25,300.940002
2018-01-01,295.350006
2018-01-08,288.850006
2018-01-15,311.649994
2018-01-22,327.769989
2018-01-29,311.76001
2018-02-05,320.089996
2018-02-12,326.459991
2018-02-19,324.179993
2018-02-26,351.290009
2018-03-05,359.929993
2018-03-12,360.570007
2018-03-19,391.980011
2018-03-26,411.089996
2018-04-02,391.429993
2018-04-09,408.25
2018-04-16,395.799988
2018-04-23,361.049988
2018-04-30,355.209991
2018-05-07,343.089996
2018-05-14,345.869995
2018-05-21,316.77999900000003
2018-05-28,358.820007
2018-06-04,367.679993
2018-06-11,348.679993
2018-06-18,364.559998
2018-06-25,361.190002
2018-07-02,374.130005
2018-07-09,351.350006
2018-07-16,339.559998
2018-07-23,332.670013
2018-07-30,299.829987
2018-08-06,309.100006
2018-08-13,303.47000099999997
2018-08-20,286.209991
2018-08-27,258.820007
2018-09-03,286.130005
2018-09-10,265.140015
2018-09-17,266.839996
2018-09-24,246.38999900000002
2018-10-01,256.079987
2018-10-08,297.570007
2018-10-15,337.589996
2018-10-22,339.100006
2018-10-29,338.049988
2018-11-05,339.850006
2018-11-12,347.570007
2018-11-19,356.869995
2018-11-26,363.019989
2018-12-03,357.320007
2018-12-10,349.600006
2018-12-17,361.459991
2018-12-24,361.01001
2018-12-31,356.559998
2019-01-07,365.48999
2019-01-14,351.140015
2019-01-21,360.350006
2019-01-28,374.850006
2019-02-04,385.02999900000003
2019-02-11,361.040009
2019-02-18,354.450012
2019-02-25,354.390015
2019-03-04,343.27999900000003
2019-03-11,360.869995
2019-03-18,339.730011
2019-03-25,369.209991
2019-04-01,367.320007
2019-04-08,380.549988
2019-04-15,373.25
2019-04-22,315.100006
2019-04-29,335.77999900000003
2019-05-06,318.829987
2019-05-13,308.929993
2019-05-20,302.799988
2019-05-27,291.440002
2019-06-03,293.75
2019-06-10,290.170013
2019-06-17,294.149994
2019-06-24,270.75
2019-07-01,263.079987
2019-07-08,272.790009
2019-07-15,282.929993
2019-07-22,275.299988
2019-07-29,276.820007
2019-08-05,286.809998
2019-08-12,291.570007
2019-08-19,295.02999900000003
2019-08-26,310.480011
2019-09-02,314.660004
2019-09-09,307.350006
2019-09-16,298.5
2019-09-23,336.899994
2019-09-30,329.089996
2019-10-07,325.899994
2019-10-14,329.049988
2019-10-21,339.670013
2019-10-28,353.160004
2019-11-04,345.089996
2019-11-11,366.769989
2019-11-18,380.399994
2019-11-25,380.070007
2019-12-02,369.02999900000003
2019-12-09,368.97000099999997
2019-12-16,336.299988
2019-12-23,332.829987
2019-12-30,357.119995
2020-01-06,361.76001
2020-01-13,370.72000099999997
2020-01-20,422.959991
2020-01-27,424.98999000000003
2020-02-03,415.269989
2020-02-10,435.549988
2020-02-17,454.19000199999994
2020-02-24,429.32000700000003
2020-03-02,419.73001100000005
2020-03-09,419.60000599999995
2020-03-16,418.070007
2020-03-23,453.72000099999997
2020-03-30,443.39999400000005
2020-04-06,476.89001500000006
2020-04-13,548.72998
2020-04-20,492.98999000000003
2020-04-27,480.450012
2020-05-04,488.880005
2020-05-11,494.73001100000005
2020-05-18,482.67999299999997
2020-05-25,492.30999800000006
2020-06-01,523.8900150000001
2020-06-08,516.049988
2020-06-15,482.02999900000003
2020-06-22,469.959991
2020-06-29,482.880005
2020-07-06,503.05999800000006
2020-07-13,539.4400019999999
2020-07-20,530.789978
2020-07-27,488.27999900000003
2020-08-03,475.73999000000003
2020-08-10,514.72998
2020-08-17,482.839996
2020-08-24,488.23999000000003
2020-08-31,491.35998499999994
2020-09-07,498.30999800000006
2020-09-14,503.22000099999997
2020-09-21,534.450012
2020-09-28,513.969971
2020-10-05,540.72998
2020-10-12,510.39999400000005
2020-10-19,497.98001100000005
2020-10-26,565.169983
2020-11-02,532.3900150000001
2020-11-09,550.789978
2020-11-16,556.52002
2020-11-23,540.219971
2020-11-30,538.849976
2020-12-07,516.3900150000001
2020-12-14,518.02002
2020-12-21,512.179993
2020-12-28,508.049988
2021-01-04,539.419983
2021-01-11,555.3099980000001
2021-01-18,546.539978
2021-01-25,505.549988
2021-02-01,513.469971
2021-02-08,503.839996
2021-02-15,493.369995
2021-02-22,497.89001500000006
2021-03-01,502.80999800000006
2021-03-08,494.73999000000003
2021-03-15,488.76998899999995
2021-03-22,500.76998899999995
2021-03-29,527.070007
2021-04-05,533.97998
2021-04-12,535.97998
2021-04-19,530.3099980000001
2021-04-26,515.409973
2021-05-03,517.570007
2021-05-10,520.549988
2021-05-17,515.919983
2021-05-24,546.880005
2021-05-31,558.919983
2021-06-07,590.530029
2021-06-14,598.719971
2021-06-21,589.349976
2021-06-28,592.3900150000001
2021-07-05,613.150024
2021-07-12,632.659973
2021-07-19,628.289978
2021-07-26,664.780029
2021-08-02,690.3099980000001
2021-08-09,645.719971
2021-08-16,682.6099849999999
2021-08-23,678.799988
2021-08-30,665.6400150000001
2021-09-06,602.130005
2021-09-13,611.659973
2021-09-20,586.72998
2021-09-27,614.090027
2021-10-04,602.4400019999999
2021-10-11,541.0599980000001
2021-10-18,525.6900019999999
2021-10-25,397.5
2021-11-01,384.359985
2021-11-08,410.170013
2021-11-15,391.309998
2021-11-22,391.290009
2021-11-29,390.799988
2021-12-06,361.730011
2021-12-13,340.320007
2021-12-20,380.600006
2021-12-27,373.850006
2022-01-03,373.47000099999997
2022-01-10,355.880005
2022-01-17,341.130005
2022-01-24,215.520004
2022-01-31,190.360001
2022-02-07,180.970001
2022-02-14,187.639999
2022-02-21,186.350006
2022-02-28,195.190002
2022-03-07,198.979996
2022-03-14,182.940002
2022-03-21,175.509995
2022-03-28,190.850006
2022-04-04,179.949997
2022-04-11,186.979996
2022-04-18,189.110001
2022-04-25,220.440002
2022-05-02,224.899994
2022-05-09,226.77999900000003
2022-05-16,249.30000299999998
2022-05-23,241.16000400000001
2022-05-30,223.27999900000003
2022-06-06,226.11000099999998
2022-06-13,233.57000699999998
2022-06-20,240.13000499999998
2022-06-27,226.41000400000001
2022-07-04,235.440002
2022-07-11,224.75
2022-07-18,230.0
2022-07-25,289.570007
2022-08-01,295.72000099999997
2022-08-08,260.790009
2022-08-15,290.130005
2022-08-22,287.980011
2022-08-29,285.049988
2022-09-05,
2022-09-12,
2022-09-19,
2022-09-26,
2022-10-03,
2022-10-10,
2022-10-17,
2022-10-24,
2022-10-31,
2022-11-07,
2022-11-14,
2022-11-21,
